text_a,label
“My wife is suffering from coronavirus and she is pregnant. The doctor said she won’t survive it.”,2
"""We need an ID"" to ""buy a beer.""",4
"Says Alexandria Ocasio-Cortez said, ""We’ll never have to worry about China attacking us! They are 12 hours ahead, so we’ll have plenty of time to shoot down their missiles!""",2
"Proposed immigration legislation would give new immigrants ""a taxpayer-funded cellular phone.""",5
"""We defied the stand-down orders"" during the Benghazi attack.",4
"As part of efforts to rein in protesters, Republicans in Wisconsin have ""bolted windows inside the Capitol shut.""",2
"The measles vaccine has killed 108 people in the last decade, while no one has died of measles.",5
"""We made a ridiculous deal (with Iran). We gave them $150 billion. We gave them $1.8 billion, and we got nothing.""",4
"""I have voted every year in Wisconsin.""",5
Says the average government worker won't be impacted in the first two years under the reform of state health benefits.,4
"""When Congressman Langevin took office, gas was around $1.70 per gallon, and now it is near $4 per gallon.""",4
"""The NSA and FBI tell Congress that Russia did not influence electoral process.""",5
"Dallas ""African-American and Hispanic students pass AP exams at a higher rate than any other place in America.""",1
"""Satanic leader confesses to sacrificing 675 children 'gifted' to him by doctors.""",1
Says Ohio has 77 job training programs spread across 13 state agencies.,0
"Says Democratic congressional candidate Tom Malinowski ""supports a full repeal of the 2017 tax law, which includes vital tax incentives"" for New Jersey communities.",1
"If the coronavirus gets in your mouth, ""drinking water or other liquids will WASH them down through your esophagus and into the stomach. Once there in tummy ... your stomach ACID will kill all the virus.""",5
"Ed Gillespie ""supports a personhood amendment.""",5
"""We're not allowed to read it (the Trans-Pacific Partnership) before representatives vote on it.""",4
"Obama's plan to raise the capital gains tax ""hurts the middle class.""",4
"""Forty years ago, a federal Pell Grant paid for nearly 80% of tuition, fees, room and board at a four-year college.""",3
"Despite the passage of HB2, ""towns, cities and counties in North Carolina are still allowed to set stricter non-discrimination policies for their own employees if they choose.""",1
"""We are only inches away from ceasing to be a free market economy.""",2
"""Black homeownership just hit the highest level it has ever been in the history of our country.""",5
"Says Mike DeWine ""flip-flopped on the gun issue and has earned an F from the NRA.""",3
"""Cuccinelli wants to make all abortion illegal, even in cases of rape and incest, even to protect a woman’s health.""",4
"""The first slaves shipped to the American Colonies in 1619 were 100 white children from Ireland.""",5
"""Nearly 2,000 high schools - roughly 12 percent of all secondary schools in the United States - produce about half of the nation’s dropouts.""",0
"Says ""there’s 400,000"" anchor babies born in the United States a year, which are ""individuals coming to our country and having their children so their children can be U.S. citizens.""",4
"""The American people spoke pretty loudly. They said stop all the looming tax hikes....""",5
"Says ""67 percent of marriages now wind up in divorce.""",5
"Newt Gingrich ""co-sponsored a bill with Nancy Pelosi that would have given $60 million a year to a U.N. program supporting China’s brutal one-child policy.""",2
"Quotes Michelle Obama as saying, ""White folks are what’s wrong with America.""",2
"Says Gov. Scott Walker’s repeal of a 2009 law has left Wisconsin as ""one of five states without an equal pay law protecting women from gender discrimination in their paycheck.""",5
"""Despite the rhetoric from Democrat politicians, more people are employed this year than at any point in the history of Wisconsin.""",3
"""I’m one of two members of Congress out of 535 that takes no corporate cash, no political action committee money.""",1
"""Bin Laden had declared war against Pakistan.""",1
"""In the last two years, super PACs raised more than $180 million -- with roughly half of it coming from fewer than 200 super-rich people and roughly 20 percent from corporations.""",0
"Says Adam Putnam ""was for amnesty.""",1
"""Eighty-five percent of every dollar donated to the Clinton Foundation ended up either with the Clintons or with their staff to pay for travel, salaries, and benefits. Fifteen cents of every dollar actually went to some charitable beneficiary.""",4
"""The Collins-Nelson bill will not protect pre-existing conditions. It has nothing to do with pre-existing conditions.""",4
"Says Rep. Matt Gaetz and Sen. Ted Cruz took two weeks paid sick leave to self-quarantine. Gaetz “voted in 2013 to make it illegal for any city in Florida to enact paid sick leave,” and Cruz “voted in 2015 in the U.S. Senate against paid sick leave.”",1
"The authors of a report on CIA’s torture techniques ""never interviewed a single CIA official.""",1
"""Both China and Japan have surpassed us, with Japanese cars now getting an average of 45 miles to the gallon.""",1
"""Just like Hillary Clinton,"" Russ Feingold had a ""run-in with corruption and scandal by using a personal slush fund -- a.k.a. the Feingold Foundation --  while plotting another run for U.S. Senate.""",4
"Says Holly Turner ""failed to vote in five straight Republican primaries.""",0
"Congress' decision to ""spend less around the world"" on embassy security contributed to ""tragedies"" like Benghazi.",4
John Mica's brother is an oil lobbyist and his daughter represents the natural gas industry.,1
"Rick Scott “has heavily invested in a company that is geared to helping illegal aliens transfer money to family and friends out of the country.""",0
"More Hispanics ""have been elected statewide (in Texas) on the Republican ticket than on the Democratic ticket.""",3
Says Donald Trump is for a single-payer health care system.,1
"A photo shows a Trump rally in Pennsylvania, not the Woodstock music festival.",2
"""The entire state of Florida led the nation last year with the most prison inmates committing tax fraud.""",0
On an early date for Florida's presidential primary,5
"Says Gov. Ralph Northam ""stated that he would even allow a newborn baby to come out into the world... then talk to the mother and talk to the father and then execute the baby.""",5
U.S. Senate Majority Leader Harry Reid on whether Senate Democrats would seat Roland Burris.,5
"""You lie!"" (in response to President Obama saying health reform would not insure illegal immigrants.)",5
"“Church services can’t resume until we’re all vaccinated, says Bill Gates.”",5
Says an Internet meme shows people rejoicing over the Paris agreement.,5
"""Jackie Evancho’s album sales have skyrocketed after announcing her inauguration performance.""",0
"U.S. Reps. John Barrow and Sanford Bishop and their fellow Democrats ""went on a spending spree and now their credit card is maxed out.""",5
"""There's only three countries in the entire world where there's no paid vacation by law, we happen to be one of them.""",1
"""Lake Erie supports nearly 10 percent of Ohio's jobs and generates $750 million in state and local taxes.""",3
"""A man using bath salts reported that raccoons had set fire inside his home and stolen his cell phone.""",0
"""Foreign companies in the United States have a significantly higher unionization rate than other companies overall.""",0
"""I fought hard for that (state Senate) seat. I only lost by four points. I raised over $700,000.""",4
"Says Bill Gates tweeted, ""I think Donald Trump will go down to history as one of the greatest presidents, just like Reagan.""",2
"""Florida sends $135 billion and D.C. returns $150 billion.""",3
"A new law ""requires the USDA to approve the harvest and sale of crops from genetically modified seed even if a court has ruled against the crop as being dangerous to public safety or the environment.""",1
Two options for a new train station site in Buffalo are at Canalside,4
“It’s actually the safest time to fly.”,5
"""Dolphins are rapists. Look it up.""",5
"The proposed excise tax on ""Cadillac"" health plans will hit ""those making less than $200,000"" the hardest.",3
"""Nearly 20 million Americans ... have gained health insurance since (the Affordable Care Act) passed in 2010.""",3
Says Obama flip-flopped on warrantless wiretapping.,0
"""In Muslim countries, under the Sharia, there is a death penalty for blaspheming Mohammad.""",1
"After Hurricane Hermine in 2016, Tallahassee ""didn’t have power for weeks because (Mayor Andrew Gillum) stood in the way of crews being able to come in and restore power, because they weren’t members of the right union or something.""",5
"A Medicaid provision added to the Senate health care reform bill ""is not a special deal for Nebraska.""",5
"Says that even if you have no children, ""under Obamacare, you would still have to carry insurance that covers pediatric, maternity and newborn care even though you do not need it.""",4
"An agreement between the city of Chicago and the ACLU caused ""virtually all of the rise in homicides"" in 2016.",4
Says Nancy Pelosi and Beto O’Rourke were photographed with El Chapo.,2
"""For our next two years in my state, we will end with a structural surplus of $499 million.""",3
"Obama says his bill ""reduced welfare rolls nearly 80 percent.""",1
"Says ""taxes were raised 115 times in the eight years before I became governor"" and those increases were part of a ""path that led to wealth and jobs and people leaving our state.""",1
"The Redskins Training Camp deal ""generated $40 million in new private investment in the city.""",1
"Every general City of Milwaukee employee ""pays toward his or her pension, but approximately 88 percent of our police officers and firefighters do not.""",3
"The diversity visa lottery is ""plagued by fraud.""",3
"Says ""nearly 30,000"" federal employees in Oregon were furloughed during the government shutdown.",5
"In New York, ""Average college debt - $30,000 per student.""",0
"""Barack (Obama) has one of his biggest supporters in terms of funding, the Exelon Corporation, which has spent millions of dollars trying to make Yucca Mountain the waste depository.""",3
"""There is $50 billion a year wasted in the Medicare program.""",3
"Says extras are needed to portray aliens in a Star Wars movie being shot near Rosenberg, Texas.",2
"""Fox News Sandra Smith: ‘Everybody could see from the United Airlines passenger’s behavior that he was not a genuine American.’ """,2
"Says Will Hurd said a border-long U.S.-Mexico wall ""absolutely makes sense.""",4
"Says George H.W. Bush once said ""If the American People ever find out what we have done, they will chase us down the street and lynch us.""",2
"""Fifteen years ago, you couldn't even get a pizza delivered in that neighborhood.""",4
"Says she's beating Democratic opponent Cal Cunningham and is also the first black, female US Senate candidate to be beating an incumbent Senator (Thom Tillis) in ""every poll out of the gate.""",1
"""When Pepper’s tax was finally voted down, Pepper laid off cops and closed jails and let criminals run free in the streets.""",4
"""About half of the presidents have been governors; half of them, senators.""",5
"â€œOver 130 legislators in this chamber have endorsed legislation that would bankrupt our nation by providing free taxpayer-funded health care to millions of illegal aliens, forcing taxpayers to subsidize free care for anyone in the world who unlawfully crosses our borders.""",1
"For 22 percent of N.H. Meals on Wheels recipients, the delivery driver is ""the only human contact in their life from week to week.""",0
"Says a coronavirus patent expired just as there is a ""sudden outbreak"" and, despite ""media fear-mongering,"" there is already a vaccine available.",2
"Says U.S. Rep. Paul Ryan promised to ""end health care for our seniors.""",2
"""We now have a pro-American president in France, which shows if you live long enough, anything can happen in this world.""",1
"Says President Barack Obama released a statement on the ""death of brother Robin Williams before ... a statement on brother Michael Brown.""",0
"""Harry Reid was against (the nuclear option) before he was for it. Mitch McConnell was for it before he was against it. President Obama was against it before he was for it.""",0
"Says Rick Perry ""wanted to secede from the union.""",5
"Says Jeff Foxworthy wrote a list of examples explaining how ""you might live in a nation that was founded by geniuses but is run by idiots.""",5
"""We're fifth in the world (in executions), behind China, Iran, Iraq and Saudi Arabia.""",3
"""Two of the top three (rated) public high schools in Wisconsin — Ronald Reagan College Prep and Rufus King International — are MPS schools.""",1
"Missouri ""had the largest amount of millennial Democrats running than any other state in the country.""",0
"In 2008, ""only 54 percent of Latinos in Texas were registered to vote and only 35 percent actually turned out.""",3
Says the private sector in Texas created 1 million jobs over the past decade.,1
On the need for independent investigations of police shootings,5
"""Over the last four years, 53 percent of black wealth has just disappeared.""",3
"Says a photo of a tortured man is U.S. diplomat Chris Stevens, who was killed in the 2012 Benghazi attack.",2
"Shirley Sherrod ""was forced to resign before anybody on Fox said a word about this.""",3
Senators who have accepted millions in campaign contributions from the financial industry voted against allowing bankruptcy judges to modify home mortgages.,0
The GOP health care proposal would slash more than $135 million in federal funding available to PA schools.,5
"""Throughout, we have kept Congress fully informed of our efforts"" to create a legal framework on counterterrorism.",5
Facebook has unveiled new rules to stop their users from creating posts related in any way to religion.,2
"On HealthCare.Gov, Texan Mark Sullivan ""found a good"" health insurance ""plan that includes dental, for less than $80 a month.""",4
"Says that in 2008, President Barack Obama said normalization with Cuba would first require ""liberation of all political prisoners and some basic steps toward freedom, including freedom of the press, political parties, labor unions.""",3
"Clinton said ""great things about NAFTA until she started running for president.""",0
"""We got [the Quonset Business Park] for free and we’re getting zero dollars out of it into the state coffers … other than the fact that it produces the jobs.""",1
"""Obamacare has failed.""",4
"""I started with a $3.7 billion budget deficit. Now we are projecting a $1.2 billion surplus.""",1
"Says that compared to Rick Baker's time as mayor, Kriseman ""had wet weather events that he did not experience"" that caused sewage spills. Baker ""went through significant periods of drought during his time as mayor.""",4
"Says a federal program that collects reported side-effects of vaccinations doesn’t accept possible outcomes extending to road accidents, heart attacks or suicides.",5
"“Pick up a product. Look at the barcode. If the first 3 numbers are 690 or 691 or 692, the product was made in China.”",4
"""Jefferson Davis statue to be replaced with Obama likeness.""",2
On the Cuba embargo.,5
"Says Gov. Jeb Bush vetoed the ""Quiñones Plan"" because it was ""taxation without representation on a large scale.""",1
"Says Warren Buffett has publicly said his secretary ""should not be paying a higher tax rate"" than him.",0
"If we got solar energy from ""an area of the Southwestern desert 100 miles on a side, that would be enough, in and of itself, to provide 100 percent of all the electricity needs for the United States of America in a full year.""",0
"The Benghazi probe is ""the longest-running congressional investigation ever.""",5
"Says in March New Jersey was ""one of only eight states in the nation to lose jobs"" and ""the state with the highest loss of jobs in the nation.""",4
"""This will be the last time — April — that you’re going to (fill out) that old-fashioned, big, lots of pages, complicated tax form. Because next April you’re going to, in many cases, (file) one page, one card. It’s going to be very, very different. Very, very different.""",4
"""California To Register Illegal Aliens To Vote – Automatically.""",2
"""18 million illegal immigrants got their government checks this month"" while federal workers remain unpaid.",2
"Children are crossing the border because President Barack Obama said ""if you come, you’re going to be able to stay, because we’re not going to enforce the law.""",4
"""Snitker has been virtually ignored by the major media.""",0
"Says Joe Radinovich ""was cited 30 times for not paying court fines.""",3
"""Statistics show 2 to 3 Texas women per week have major complications and 10 women per week seek help at an ER after an abortion.""",5
"""We borrow money from the Chinese to buy oil from the Saudis.""",3
"Says Marco Rubio’s ""proposed college affordability overhaul would specifically benefit for-profit colleges.""",4
"The non-profit group Feeding America is lying when it claims ""that one in five kids is fighting starvation daily"" in the United States.",2
"""For the first time in 13 years, our dependence on foreign oil is below 50 percent.""",1
Says former congressman Keith Ellison “beats his girlfriend and Democrats make him the deputy chair of the DNC.”,4
"The economy is ""too weak to raise income levels.""",3
"""In just one month, the Democrats have spent more than President Bush spent in seven years on the war in Iraq, the war in Afghanistan and Hurricane Katrina combined.""",5
Video shows Gianna Bryant in the hospital after helicopter crash.,2
"My administration is ""well represented both racially, ethnically and gender-wise.""",4
"""In the history of Republican primaries, I’ve gotten the most votes in the history of the Republican party.""",5
"""His true name is Barak Hussein Muhammed Obama.""",2
"""The fact is that right now the vast majority of Democrats do not support Medicare for All.""",4
"""The president looks like he was ahead of the curve – as you know, he talks about this all the time – on shutting down travel from China.""",4
"""British Intelligence Seizes Clinton Foundation Warehouse, $400 Million In Cash.""",2
“Donald Trump would receive $17 million for three hotels closed for four days under Republican bill! How in the hell is this right?!”,5
"President Obama pushed through the stimulus ""based on the promise of keeping unemployment under 8 percent.""",4
"""So what sort of services does Romney's health care plan provide? Per the state Web site: $50 co-pay for abortions.""",0
"Tim Kaine: ""opposes everything President Trump does.""",3
"""We have more illegal immigrants here"" than we did five years ago.",5
"Says his sons were ""targeted"" on Facebook ""by out-of-state protesters.""",1
"Says Rick Perry ""proposed a binational health insurance program with Mexico.""",3
"""We've created more than 850,000 jobs, more than all the other states combined.""",0
Social Security and other federal checks may not go out on Aug. 3 if the debt ceiling is not increased.,1
"Says Donald Trump ""bans disabled veterans from his high rise.""",4
"Republican House candidate Marilinda Garcia ""even opposes closing the loophole that allows dangerous criminals to get a gun without a background check.""",3
"Says Mark Warner told PolitiFact National's ""Lie of the Year"" in 2013.",5
"Under President Barack Obama’s watch, ""oil production on federal lands has decreased 14 percent over the past year.""",1
"Vanilla ice cream was black until 1912, when ""white people couldn’t tolerate eating something that tasted soooooo delicious being black.""",5
"Obama ""shunned the opportunity to talk to soldiers to thank them for their service.""",5
Quotes actor Will Smith as saying: “I’m not afraid to say that Trump and his supporters are ba…”,5
"Says a study projected that a pension buyout program he expanded would save ""billions and billions, potentially $25 billion.""",4
"""The governor having a meeting ... isn't covered by the open meetings act.""",0
"""People were hopeless. Sixty percent of the population, 70 percent of the population wanted to live somewhere else. . . . By the time I left, 70 percent wanted to stay.""",4
The United States gives $8 million a day to Israel and gives that country a blank check.,3
"In Wisconsin, unions can essentially give ""unlimited"" contributions to political parties, but business can't give any.",3
"Says Dan McCready ""really admires socialism.""",2
"""Huge! Results From Breaking Chloroquine Study Show 100% Cure Rate For Patients Infected With The Coronavirus.""",5
"Says ""Ron Johnson calls Social Security a Ponzi scheme and wants to privatize the program.""",1
Says Mitt Romney raised business taxes 20 percent in Massachusetts.,3
"Says Hillary Clinton's Iran nuclear deal ""lined the pockets of the world's number one state sponsor of terrorism with your money.""",4
"""US: Change in Income, 2009-13. Top 1%: +31.4%. Bottom 99%: +0.4%.""",3
"""No federal official at any level is currently allowed to say ‘Merry Christmas.’""",2
"""On average, 65% of gun deaths in America are from suicides.""",3
"Says restoring Georgia pre-k to a 180-day program was a ""real result"" of his leadership.",1
"""This president has offered fewer executive actions than almost any other president preceding his presidency in recent history.""",1
"""Nonpartisan government analysts say Obamacare will cost our economy up to 2.5 million jobs.""",4
"""Each year ICE detains someone, it costs taxpayers over $50,000. For comparison, by the way, that's four times the amount the federal government spends on each child in our public schools.""",1
"The economy is ""creating jobs at the fastest pace since 1999.""",0
"Milwaukee’s problems include ""52 percent black male unemployment.""",5
"Says Wisconsin Attorney General J.B. Van Hollen ""knew about (the Ken Kratz sexting) case for nearly a year and did nothing about it.""",5
A photo of a deer standing near a burned down residence is from the Australia wildfires.,4
"""You have to get a license to fish on our beaches.""",0
More than one-quarter of America’s young adults are too fat to serve in the U.S. military,0
"""The DNC hack showed you that the Clinton campaign was working to schedule (primary) debates against (Bernie) Sanders,"" and the Clinton campaign is continuing this ""ploy"" against Donald Trump.",5
"""The average state pension, including managers, is $23,000 a year; and just $14,000 for local government workers.""",1
"Thomas Jefferson expressed ""strong support"" for a balanced budget amendment in 1798.",1
"McCain's attacks on Obama are 'not true,' 'false,' 'baloney,' according to media outlets.",1
Bruce Starr was the only senator to vote for stronger ethics laws and greater accountability.,5
"Says unsuccessful Texas abortion legislation ""was supported by a majority of"" Texans.",4
"""Every time we've cut the capital gains tax, the economy has grown. Whenever we raise the capital gains tax, it's been damaged.""",5
"Says there are ""fewer jobs in America today than when Barack Obama became president.""",4
"Access for 12,000 women to use Planned Parenthood -- ""not for the right to choose,"" but for ""basic health care"" -- was ""taken away"" by Wisconsin Gov. Scott Walker and Lt. Gov. Rebecca Kleefisch.",3
"Compact fluorescent light bulbs are ""toxic"" and ""not environmentally friendly.""",1
"""During the Bush administration, you actually had a prominent liberal write a book about how Bush was preparing for a fascist takeover of this country.""",0
"""CORONAVIRUS: Reports of 10,000 DEAD in Wuhan, China.""",2
"""I didn’t support Sonia Sotomayor.""",5
"""We now have the greatest income inequality since the Great Depression.""",0
"""We gave every public employee in the state the freedom to choose whether or not they want to be in a union.""",5
"Richmond teachers have not gotten a raise ""for almost 10 years.""",4
"""We have no idea what is contained in [electronic cigarette] vapor.""",5
"""One person, Kathleen Sebelius, was going to determine whether or not"" 10-year-old lung patient Sarah Murnaghan would live or die.",4
"""John McCain voted against funding the troops because of . . . a timeline in it to draw down American troops.""",0
"""We spent $223-million on a bridge in Alaska to an island with 50 people on it.""",5
Say Portland Public Schools' central administration makes up less than 4 percent of the staff.,3
"The Atlanta area’s water planning district ""is now the national leader in conservation.""",4
"After J.D. Hayworth ""was voted out of Congress, he became a registered lobbyist"" who was ""paid thousands by a Florida corporation to lobby the very committee he used to serve on.""",0
"""@realDonaldTrump is coming to San Antonio, which is 60% Mexican-AMERICAN.""",3
Says the Looney Tunes cartoon character Yosemite Sam was banned from television for being too violent.,5
"She ""led the fight to stop health insurance rate hikes and saved Rhode Island families over $150 million.""",1
"Says Mark Udall ""decided Obamacare. ... He passed Obamacare with his vote.""",4
"Says students who receive free or reduced lunch are ""performing just as well"" as students who do not.",5
"""I'm proud to have had a 100 percent pro-life voting record.""",0
"Says that U.S. Rep. Allen West is ""a constituent of mine.""",0
On whether he wrote a provision that allowed AIG to dole out bonuses.,5
"The ""moon has more than 250 million citizens.""",2
"Says the GOP is ""helping pay for"" Justice Rebecca Bradley's campaign and ""she recently skipped court to attend an event paid for"" by Scott Walker's ""lobbyist friends.""",3
"Per-student K-12 state funding for Portland Public Schools has dipped from $6,036 in the 2007-2008 school year to $5,644 in the 2010-2011 school year",1
"Sherrod Brown ""has voted with Barack Obama 95 percent of the time.""",0
"The Atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years.",2
"The government is ""going to have the right to get into your bank account with the health care bill and make transfers without you knowing it.""",4
The city’s 30 percent set aside for affordable housing in urban renewal areas is calculated citywide -- not district by district,5
"""[A]n extra 8 million Americans [are] projected to join state Medicaid programs in the next few years.""",1
Says Russ Feingold broke his 1992 promise to always get the majority of funding from Wisconsin residents.,0
"""160 million people like their private insurance.""",1
"Medicare monthly premiums will go up to $104.20 in 2012 and $247.00 in 2014 due to ""provisions incorporated in the Obamacare legislation, purposely delayed so as not to 'confuse' the 2012 re-election campaigns.""",2
"Under President Barack Obama’s jobs bill, ""you can sue if you are unemployed and don't get the job and think you weren't hired because you are unemployed.""",0
"""More than 3 million young adults ... have gained insurance under (the Affordable Care Act) by staying on their family’s plan.""",1
"Says Milwaukee County district attorney candidate Verona Swanigan ""has worked as a prosecutor.""",5
Says Gov. Rick Perry was for Wall Street bailout before he was against it.,1
"""The ACLU has filed a suit to end prayer from the military completely.""",2
"Every former North Carolina governor opposes ""constitutional amendments Raleigh lawmakers put on the ballot this fall.""",5
"There was ""just about zero press coverage"" of the 2007 Bush White House email controversy.",4
"Says the state share of Texas public education spending increased 82 percent over the past decade, reaching $20 billion in 2009.",1
"""When I was growing up as a kid in the city of Milwaukee, if we averaged 4 homicides a year in the entire city that was a record number.""",5
"""A construction worker who’s making $50 or $60 grand a year shouldn’t be paying higher tax rates than the guy who’s making $50 million a year. And that’s how it’s working right now.""",1
"""Household income in America has gone down for families an average of $4,000 in the last four years"" while it "" went up $5,000"" under Mitt Romney when he was governor of Massachusetts",5
"The children coming across the southern U.S. border ""were never examined after they got here and quarantined if they had a disease. They were just sent out across the country. Many of them had measles ... We now have an outbreak of it all because of our immigration policy.""",2
"""I unsealed my records"" at Marquette University.",5
"Says President Barack Obama was responsible for ""the assassination of at least four American citizens"" in drone strikes.",1
"""More people without health care since George Bush took office; more children in poverty since George Bush took office.""",3
"""When the president's spokesman was asked about (Anwar) al-Awlaki's son, … he said he should have chosen a more responsible father.""",1
"""(Chris Christie) has not paid one dollar of state money into our pension system, and then states that the system is broke.""",3
"""As speaker, Gingrich even supported taxpayer funding of some abortions.""",1
"""We are taking Virginia’s investment in public education to the highest level in the commonwealth’s history.""",4
"Says the Obama administration plans to reduce the number of beds devoted to holding individuals violating immigration laws and to ""release hundreds of dangerous criminals into our communities.""",4
"Says Mark Warner has supported Harry Reid ""down the line.""",1
"Says professional football coach Rex Ryan ""won championships in New York. The AFC, I think, twice.""",5
Every single candidate President Obama campaigned for lost in the midterms.,5
"""Oregon schools receive millions of dollars per year in federal school lunch assistance and yet they are required to spend that money almost anywhere but Oregon.""",0
"""Texas has installed more wind power than any other state, and all but four countries.""",0
"""This president ... could have gotten crippling sanctions against Iran. He did not.""",4
"""The No. 1 job vacancy in Florida every month for seven years has been nursing.""",0
"The Navy ""is bringing charges against"" a Navy officer who shot at the Chattanooga shooter ""for illegally discharging a firearm on federal property.""",5
"""We cut property taxes by one-third.""",4
"Says Gov. Scott Walker ""didn’t balance the budget"" so ""we now have a larger state deficit 14 months into (his) term than we did when he was elected.""",1
"""Rep. Robert Hurt voted again today to end Medicare and raise health care costs for Virginia seniors.""",5
"Marijuana today is ""genetically modified,"" with THC levels that ""far surpass the marijuana"" of the 1970s.",3
"""Obama just broke federal law in attempt to take over presidency from Trump.""",2
"Says that in 2001, Rick Perry spoke favorably of binational health insurance between Mexico and Texas.",1
"Millennials ""will be 75 percent of the workforce in the next 10 years.""",4
"Says it’s not possible for some Wisconsin residents to watch Packers games, ""they’re forced to watch Viking games,"" so he ""got a law passed to fix"" the problem.",4
"Del. Debra Rodman ""opposes adoption as an alternative to abortion in event of unplanned pregnancies.""",5
"The majority of public funding for the Marlins stadium ""came from hotel taxes, the burden of which is incurred by tourists who are visiting our city, NOT the resident taxpayers.""",1
On switching parties.,5
Georgia is one of only five states where breweries can’t sell you a pint of beer to drink on premise or sell you a six-pack to go.,3
"""Bill McCollum voted for higher taxes and fees 42 times while he was in Congress.""",4
"""Southwest Airlines celebrating 50th anniversary by providing 2 free tickets to everyone!""",2
Hillary Clinton and Barack Obama want to raise taxes on all income brackets.,5
"""When career politician Daniel Webster became speaker of the House, he wasted $32,000 of our money on a spiral staircase for his office.""",3
"Witnesses have been part of ""every other impeachment trial the Senate has ever had.""",0
"""The average homeowner spends more than $2,000 each year on energy costs – more than on either real estate taxes or homeowners insurance.""",0
"""Sen. Obama has been to Iraq once.""",0
"Says Bernie Sanders once said, ""Instead of removing the conditions that make people depressed, modern society gives them antidepressant drugs.""",2
"Says New Jersey Devils managing partner Jeff Vanderbeek ""took us into arbitration.""",5
"Georgia's U.S. senators voted for legislation that would ""gut clean air protections and increase oil dependence.""",1
"""President Trump just saved Christmas for 13 million retirees.""",2
"Says a Bureau of Labor Statistics report attributed a sharp increase in work-related fatalities to ""increasing numbers of employees and drivers could not read or understand warning signs in English.""",5
"""The commercial property tax [in Providence] is second highest in the country behind Detroit.""",3
"Under the Nuclear Nonproliferation Treaty ""enrichment has been limited to basically the weapons states.""",5
"Homeopathy, acupuncture and aromatherapy ""have been given elevated legitimacy under the Affordable Care Act.""",1
"Says she ""stopped Capital Metro from raising fares for senior and disabled citizens.""",3
"In a now-viral video, ""impressionable youngsters at a public school in New Jersey ... have been instructed to sing the praises of 'Barack Hussein Obama.'""",0
"Says that for two weeks after you get a flu shot you are an ""active, live walking virus.""",2
"""Our larger domestic threat is from racial supremacist groups.""",5
"""The law says that mental health must be treated the same as physical health,"" but coverage by health insurers is unequal.",0
"""Woodrow Wilson borrowed $30 billion to fund World War I in 1917. That money has not been paid back. And we are still paying interest on it.""",4
"John McCain ""is proposing tax cuts that would give the average Fortune 500 CEO an additional $700,000 in tax cuts.""",3
"To abide by Environmental Protection Agency rules when mining or drilling you have ""to take caution not to disturb bodies of water barely bigger than a puddle.""",4
"""In many places, like California, the same person votes many times. You probably heard about that. They always like to say 'oh that's a conspiracy theory.' Not a conspiracy theory, folks. Millions and millions of people.""",2
"A Republican-sponsored Wisconsin mining bill ""will take at least seven years to create jobs.""",4
"""Every day, four North Carolinians die from a medication or drug overdose.""",3
"Says Gov. Tony Evers vetoed a school computer program, ""saying it would be better spent in urban districts like Madison and Milwaukee.""",5
"""The Inspector General’s report now makes clear that the FBI launched an intrusive investigation of a U.S. presidential campaign on the thinnest of suspicions.""",4
"Says the Central Park Five ""admitted their guilt.""",4
"Says U.S. Sen. Ron Johnson wants to put 100,000 troops, including 25,000 Americans, ""into the area where ISIS is.""",1
"Shutdowns are ""a normal part of the constitutional process,"" with 12 shutdowns under Democratic House Speaker Tip O’Neill and two during his own speakership.",1
People for the Ethical Treatment of Animals estimates 200 animals will be spared annually as the result of former President Bill Clinton adopting a vegan diet.,1
"""There are still more people uninsured today than when Obama was elected president.""",1
"""More than 30 cents of every state tax dollar goes to Medicaid.""",0
"Raising the federal minimum wage to $15 ""would give more than 40 million low-wage workers a raise, more than 25 percent of the U.S. workforce.""",1
"""Disparities in infant mortality between white America and black America (are) greater today, in 2019,  than in the year 1850...""",3
"“(Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus, exactly. Do you know that Trump closed 37 of them?”",5
"""House Republicans pledged to introduce a bill to reform America’s health care system,"" but ""the 'party of no' has . . . failed to produce legislation.""",1
"""Overall we currently have $981 million, almost a billion dollars in active development projects right here in the City of Richmond.""",4
"Says the Texas House has ""a record number of new members joining our ranks.""",1
"""Breaking! Terrorist attacks Trumps at Mar A Lago.""",5
"""It's been nearly three weeks since the president has commented"" on questions about possible hidden wait lists at veterans hospitals.",0
"""Florida's new fingerprint identification system is improving our rate of solving cold cases by 300 percent.""",4
"A ""substantial number"" of probationers participating in a pilot project to ease the farm labor shortage are able to ""finish the work.""",4
"Says her campaign platform includes the ""biggest investment in new, good-paying jobs since World War II.""",1
"""Since the passage of the Affordable Care Act, U.S. health care spending grew at 3.9 percent for the last three years, the lowest growth rate in over 50 years.""",1
"A man at ""the storming of the U.S. embassy"" in Iraq visited the White House in 2011.",0
"Ronald Reagan’s philosophy of ""peace through strength"" is why ""the Iranians released the hostages on the same day and at the same hour that Reagan was sworn in.""",2
"""The majority of the Hispanic population and the growth (of the population) is U.S.-born.""",0
"""United Nations caught helping and coaching caravan illegal aliens!""",5
"""The birther movement was started by Hillary Clinton in 2008. She was all in!""",5
"""The United States currently has the highest corporate tax rate in the world.""",3
