text_a,label,entity
"(President Barack Obama gave) half a billion in taxpayer money to help his friends at Solyndra, a business the White House knew was on the path to bankruptcy.",0,"americans-prosperity,unk,none,unk,campaign-finance,corporations,energy,ethics,jobs,stimulus"
"If we went back to the obesity rates that existed in 1980, that would save the Medicare system a trillion dollars.",1,"barack-obama,president,democrat,illinois,health-care"
"Im the only candidate in the Democratic primary, or actually on either side, who Wall Street financiers and hedge fund managers are actually running ads against.",4,"hillary-clinton,presidential candidate,democrat,new york,elections,financial-regulation,campaign-advertising"
"Jimmy Langevin is having a fundraiser . . . to retire the debt from his campaign for secretary of state, which was 12 years ago.",2,"john-matson,unk,democrat,rhode island,campaign-finance,legal-issues,campaign-advertising"
"The average student will be spending $1,700 to $1,800 more during the life of their loan because of this surcharge.",1,"lindsey-graham,u.s. senator,republican,south carolina,economy,education,health-care"
"In Afghanistan, it is very, very rare that someone who is killed in action is not killed by an improvised explosive device, or IED.",0,"bob-casey,u.s. senator,democrat,pennsylvania,military,veterans"
Says a federal plan to expand Medicaid would cost Florida taxpayers $26 billion over 10 years.,1,"rick-scott,governor,republican,florida,health-care"
Says I dont agree with Mr. Hales that we should give a sweeping break to the developers to allow them to build that infill housing without paying for those very basics.,3,"jefferson-smith,state representative,democrat,oregon,city-government,government-regulation,housing,infrastructure,message-machine-2012"
"The Obama administration is proposing to mine another 10 billion tons of Wyoming coal, which would unleash three times more carbon pollution than Obamas Clean Power Plan would even save through 2030.",0,"credo-action,unk,organization,unk,climate-change,environment"
Says Wendys founder Dave Thomas left the state literally on his deathbed to avoid the estate tax.,4,"jay-hottinger,state representative,republican,ohio,taxes"
I helped to bring peace to Northern Ireland.,2,"hillary-clinton,presidential candidate,democrat,new york,foreign-policy"
African-Americans are more likely to be arrested by police and sentenced to longer prison terms for doing the same thing that whites do.,5,"hillary-clinton,presidential candidate,democrat,new york,crime"
"Over $1 trillion was spent on anti-poverty programs in 2011, enough to give every single poor American a check for $22,000.",2,"paul-ryan,u.s. representative,republican,wisconsin,federal-budget"
I have always opposed drivers licenses for illegal aliens.,3,"david-simpson,texas house representative,republican,texas,immigration,transportation,voting-record"
Theres now been three independent investigations (into the bridge scandal) all of which have said that Christie did not have prior knowledge of or involvement in the lane closures.,2,"chris-christie,governor of new jersey,republican,new jersey,candidates-biography"
Says David Wu has presided over 137 months in which Oregons unemployment rate has been above the national average.,2,"rob-cornilles,consultant,republican,oregon,economy,job-accomplishments"
Wisconsin is one of several states where you can change your early ballot if you think youve made a mistake.,5,"donald-trump,president-elect,republican,new york,city-government,elections,states"
Says Kurt Schrader cast the deciding vote that failed to extend tax cuts for Oregons middle-class families and small businesses.,1,"scott-bruun,state representative,republican,oregon,taxes"
Pakistan has 100 nuclear warheads and theyre rushing to build a lot more. Theyll have more than Great Britain sometime in the relatively near future.,3,"mitt-romney,former governor,republican,massachusetts,foreign-policy,nuclear"
"Under a new federal regulation, it will cost Pinellas County $31 million to fix a single ditch.",0,"david-jolly,unk,republican,florida,environment,government-regulation"
Says Gov. Scott Walker is openly backing a move to abolish the state retirement system and convert it to a 401(k)-style plan that will reduce pensions by at least a third for current and retired public employees,1,"chain-email,unk,none,unk,pensions,state-budget"
"Many of the 9/11 conspirators came from the Muslim Brotherhood, including Osama bin Laden, Ayman Zawahiri and Khalid Sheikh Mohammed.",2,"glenn-beck,unk,none,unk,foreign-policy,history,pundits,religion,terrorism"
Gangs have increased by 40 percent since this president was elected.,2,"newt-gingrich,co-host on cnn's ""crossfire"",republican,georgia,crime,pundits"
"The latest evidence of Republican success is that since the beginning of the current legislative term, state unemployment has gone down almost 20% to 5% adjusted.",0,"william-obrien,speaker of the house of representatives,republican,new hampshire,jobs"
Republican Mark Kirk is outsourcing his campaign to a Super PAC funded almost exclusively by a bunch of hedge fund billionaires. ...I dont have a Super PAC.,0,"tammy-duckworth,u.s. representative ,democrat,illinois,campaign-finance"
Wisconsin education agency urged white students to wear white wristbands as a reminder about your (white) privilege.,0,"george-will,columnist,columnist,maryland,children,diversity,education"
Under the Nuclear Nonproliferation Treaty enrichment has been limited to basically the weapons states.,1,"dick-cheney,unk,republican,unk,foreign-policy,nuclear"
Surface temperatures on Earth have stabilized.,0,"marco-rubio,u.s. senator,republican,florida,climate-change,corrections-and-updates,environment"
Sen. Jeff Merkley voted six times for more debt.,1,"freedom-partners,advocacy group,none,virginia,congress,debt,economy"
How many concerts would Taylor Swift have to perform to pay off one day of interest on our national debt? She would have to perform every day for three years.,3,"republican-party-florida,unk,republican,unk,debt"
"Congress has cut funding, has slashed funding, for veterans benefits over these last years.",1,"katrina-vanden-heuvel,unk,none,unk,federal-budget,health-care,veterans"
Says the United States has the worlds greatest health care system.,2,"chris-christie,governor of new jersey,republican,new jersey,health-care"
U.S. Senate candidate Jack Kingston requested more earmarks than any other GA Congressman and all GA GOP members combined.,3,"david-perdue,u.s. senate candidate,republican,georgia,federal-budget"
Siemens has been unable to fill approximately 200 skilled trade positions in metro Atlanta.,1,"nathan-deal,unk,republican,unk,economy,education,jobs"
Fifty-three percent of graduates from liberal arts colleges these days cant find jobs.,1,"johnny-isakson,u.s. senator,republican,georgia,education"
Says Delaware County has more waterfront property than any other county in the state of Ohio,5,"kris-jordan,state senator,republican,ohio,environment,water"
Says he has never received any contributions from the Koch brothers.,0,"john-thrasher,republican party of florida chairman,republican,florida,campaign-finance"
"John McCain's health care plan ""leaves you on your own to pay McCains health insurance tax.""",0,"barack-obama,president,democrat,illinois,health-care"
Georgia has led the nation in student fatalities caused by motorists illegally passing stopped school buses.,5,"sloan-roach,spokeswoman for gwinnett county schools,none,unk,education,public-safety"
Says President AbrahamLincoln tried to arm the slaves.,4,"andrew-napolitano,judge,republican,unk,history"
"I delivered a flat tax for my state. I took my state to No. 1 in job creation. With all due respect to what Rick Perry has said about Texas, we did a little bit better.",2,"jon-huntsman,unk,republican,utah,economy,job-accomplishments,jobs,new-hampshire-2012,state-finances,states,taxes"
"Part of his ride was to warn the British that were already there that, Hey, youre not going to succeed.",0,"sarah-palin,unk,republican,alaska,history,pundits"
I cut taxes 23 times when I was mayor of New York City.,2,"rudy-giuliani,attorney,republican,new york,taxes"
"Governing magazine has estimated that in the states that dont expand Medicaid, a minimum, they said of 40 percent of rural hospitals will close in those states...",1,"richard-saslaw,state senate minority leader,democrat,virginia,health-care"
"In a sweetheart deal members of Congress, thanks to the Obama administration, are going to be the only people in America to get subsidies in the Obamacare exchanges.",4,"jeb-hensarling,u.s. congressman,republican,texas,health-care"
"Sen. Robert Bennett, R-Utah, cast votes for TARP, the stimulus, and an individual mandate for health care.",0,"george-will,columnist,columnist,maryland,economy,financial-regulation,health-care,pundits"
"Under Republican Governor Chris Christie, tolls cost more. Train and bus rides cost more. College tuition goes up. But Christie protected a tax cut for millionaires.",3,"one-new-jersey,unk,democrat,unk,education,state-finances,taxes,transportation"
"Some 20,000 Delphi salaried retirees lost up to 70 percent of their pensions as a result of political favoritism and backroom deals.",2,"michael-turner,representative from ohio's 3rd congressional district,republican,ohio,corporations,economy,financial-regulation,pensions,unions"
Florida Democrats put my Social Security number and my wifes Employment Identification Number in a mail piece.,5,"allen-west,u.s. representative, florida district 22,republican,florida,campaign-advertising"
Says new EPA water regulations would force the state to make drainage canals every bit as clean as pristine Florida river systems.,3,"free-market-florida,unk,none,florida,environment,water"
"Sharron Angle supported ""a Scientology plan to give massages to prisoners.""",2,"harry-reid,senate democratic leader,democrat,nevada,crime,message-machine,religion"
"During eight years under Ronald Reagan, African-American median income rose by about $5,000.",0,"ted-cruz,senator,republican,texas,corrections-and-updates,economy"
The largest enterprise in the world is the federal government of the United States of America,2,"mark-warner,u.s. senator,democrat,virginia,china,corporations,federal-budget,public-service,workers"
Says Oregon ranks 30th in the nation with regard to its incarceration rate.,5,"crime-victims-united-oregon,political action committee,none,oregon,crime,criminal-justice"
"After 30 years of inaction, we raised fuel standards so that by the middle of the next decade, cars and trucks will go twice as far on a gallon of gas.",2,"barack-obama,president,democrat,illinois,energy,environment"
Says Jeb Bush has released 10 percent of his emails.,1,"james-carville,political consultant,democrat,louisiana,transparency"
More private-sector jobs were created in the first eight months of 2010 than in the eight years of the Bush administration.,2,"nancy-pelosi,house minority leader,democrat,california,economy,history,job-accomplishments"
Creeping defense commitments in (the Middle East) and globally now consume over half the U.S. discretionary budget annually.,5,"marcy-kaptur,representative from ohio's ninth congressional district,democrat,ohio,federal-budget,military"
"Karen Handel would have felt like it was OK to go in and abort Sarah Palins son Trig, who has Down syndrome.",4,"melanie-crozier,unk,none,unk,abortion"
The U.S. Census believes that by 2030 the majority of Americans will use Spanish as their first language.,4,"glee,unk,none,unk,census,immigration,pop-culture"
"As the CEO of HP, Carly Fiorina laid off 30,000 workers.",3,"barbara-boxer,u.s. senator,democrat,california,candidates-biography,corporations,job-accomplishments,message-machine,workers"
Politicians and their corporate lobbyists are trying to take away my right to spend my paycheck how I want.,1,"florida-education-association,unk,none,florida,unions"
"91 percent of Latinos support the DREAM Act, which allows undocumented youth to attend college, but Marco Rubio opposes it.",5,"presente,unk,none,unk,education,immigration,message-machine-2012"
I remember landing under sniper fire.,4,"hillary-clinton,presidential candidate,democrat,new york,foreign-policy"
Says Mahmoud Ahmadinejad said that if he has a nuclear weapon he will use it to wipe Israel off the face of the earth. He will use it against the United States of America.,1,"michele-bachmann,congresswoman,republican,minnesota,foreign-policy,israel,nuclear"
Bill McCollum on the Arizona immigration law.,1,"bill-mccollum,unk,republican,florida,immigration"
There are no similar clips of Newt Gingrich talking about how ineffective President Bush was in trying to control North Korea.,1,"lawrence-odonnell,unk,none,unk,foreign-policy,pundits"
Says Rick Perry is the guy that tracked down Democratic legislators who fled Texas in 2003.,0,"rush-limbaugh,radio host,none,unk,bipartisanship,candidates-biography,elections,pundits,redistricting"
Rhode Islands graduated driving license has saved hundreds of lives.,1,"joseph-mcnamara,house member,democrat,rhode island,children,crime,public-safety,market-regulation"
"Eighty-five percent of Floridians who will benefit from expanding Medicaid are single, childless adults.",0,"will-weatherford,state representative,republican,florida,health-care,medicaid"
The Wisconsin unemployment rate was higher than the U.S. rate during only three months when Mary Burke was state commerce secretary.,1,"joe-zepecki,unk,democrat,unk,candidates-biography,economy,jobs,states"
Georgia lawmakers fuel up for the session by feasting on wild hogs.,5,"new-georgia-encyclopedia,unk,none,georgia,agriculture"
Switzerland (where the government) issues every household a gun . . . has the lowest gun related crime rate of any civilized country in the world!!!,4,"facebook-posts,social media posting,none,unk,crime,government-regulation,guns,military,market-regulation"
Says Will Rasmussen falsely claimed he had lived in the West Linn district for about a year.,5,"promote-oregon-leadership-pac-oregon-house-republi,political action committee,republican,oregon,candidates-biography,ethics"
Ninety-five percent of all the wages in Texas are above minimum wage.,3,"rick-perry,governor,republican,texas,economy,workers"
We dont have a (military) reserve force if something happens.,1,"joe-theismann,unk,none,virginia,immigration,military"
Georgias illegal-immigration legislation simply follows existing federal law.,2,"jack-murphy,state senator,republican,georgia,immigration"
"Saystheres 400,000 anchor babies born in the United States a year, which areindividuals coming to our country and having their children so their children can be U.S. citizens.",0,"corey-lewandowski,campaign manager for donald trump,republican,unk,immigration"
Wisconsin Gov. Scott Walkers budget okays disposing of unclaimed pound dogs to university research facilities.,1,"blog-posting,unk,none,unk,state-budget"
"Before the HOPE scholarship, 70 percent of the high school students who made 1400 or above on their SAT left the state of Georgia. Now, 70 percent of those stay in the state of Georgia.",0,"nathan-deal,unk,republican,unk,education"
No Democratic campaign for (Fla.) governor has ever had these kinds of resources this early on in an election cycle.,5,"alex-sink,unk,democrat,florida,florida"
Says Hillary Clinton has spoken such lies about my foreign policy. They said I want Japan to get nuclear weapons. Give me a break.,0,"donald-trump,president-elect,republican,new york,foreign-policy,nuclear"
The error rates for the Fulton County elections department are well below the average.,1,"emma-darnell,fulton county commissioner,democrat,georgia,elections"
"Oregon concealed gun applications include home phone numbers, home address, Social Security numbers, what kinds of guns you have in the house whether you were dishonorably discharged from the military, what controlled substances you are taking and were you ever accused of -- accused, mind you -- of stalking.",3,"kim-thatcher,state representative,republican,oregon,guns,privacy"
"When I become the nominee, the Democratic nominee, I will be the only pro-choice candidate on the ballot.",3,"kendrick-meek,unk,democrat,florida,abortion"
"While the smoking rate nationally has fallen, more than 18 percent of Georgians still light up.",3,"atlanta-mayor-kasim-reeds-office,spokesperson ,none,georgia,public-health"
"While 38 percent of (firearms) dealers that were inspected in 2011 were noncompliant with federal law, only 0.05 percent of inspected dealers had their licenses revoked.",3,"hillary-clinton,presidential candidate,democrat,new york,guns,market-regulation"
"John McCain's tax plan will give no reduction ""for 100-million American families.""",2,"joe-biden,u.s. senator,democrat,delaware,taxes"
I think [a little] less than half of the people in our prisons are in there for less than a year. ... We have people who are check kiters and dont pay child support and we are locking them up in the state pen.,5,"john-kasich,governor of ohio as of jan. 10, 2011,republican,ohio,criminal-justice,state-budget"
"Rob Portmans plan to tax, slash and privatize Social Security would devastate Ohioans.",0,"lee-fisher,former lieutenant governor,democrat,ohio,bush-administration,economy,trade"
The founders advised non-interventionism.,3,"ron-paul,u.s. representative,republican,texas,foreign-policy"
The state constitution clearly says theres not to be a state income tax in Tennessee.,1,"gerald-mccormick,house majority leader,republican,tennessee,legal-issues,taxes"
The Bush administration prosecuted 190 suspected terrorists in federal courts.,0,"barack-obama,president,democrat,illinois,homeland-security,legal-issues,military,terrorism"
Quarterbacks won the (Super Bowl) MVP more than 50 percent of the time.,5,"marshall-faulk,nfl network analyst,none,unk,sports"
This is the slowest job recovery since Hoover.,1,"mitt-romney,former governor,republican,massachusetts,economy,history,jobs"
Says Mitt Romney flip-flopped on abortion.,5,"jon-huntsman,unk,republican,utah,abortion,message-machine-2012"
"In the past, President Obama has refused to meet with representatives from Cuban exile organizations.",1,"david-rivera,u.s. representative, florida district 25,republican,florida,foreign-policy"
We buy 35 percent of all Chinese exports.,2,"sherrod-brown,u.s. senator,democrat,ohio,trade"
53 percent of Americans cut back on their health care in the last year because of costs.,2,"bill-pascrell,u.s. house of representatives,democrat,new jersey,health-care"
Says his transportation plan would make Virginia the first state in the nation to eliminate the state tax on gasoline.,5,"bob-mcdonnell,governor,republican,virginia,taxes,transportation"
Wisconsin now ranks among the top 10 states for out-migration.,0,"mary-burke,madison school board member,democrat,wisconsin,economy,jobs,population"
Weve outdrawn the Super Bowl for a little while now in the arenas and stadiums that weve followed them in for the Super Bowl. Weve gone in after [the NFL] and surpassed their ticket sales.,3,"paul-levesque,executive vice president, talent relations and live events,none,connecticut,pop-culture,sports"
Wisconsin women are paid 81 cents to the dollar of a man doing the same job.,1,"kathleen-falk,unk,democrat,unk,economy,labor,legal-issues,women"
Says the states pension and health benefits reform includes the destruction of public sector collective bargaining rights.,2,"nj-can,political group,democrat,new jersey,health-care,retirement,state-budget"
Says Paul Workman authored legislation providing amnesty for illegal immigrants.,2,"ryan-downton,attorney, businessman,republican,texas,immigration"
Steve Santarsiero wrote PAs Gun Safety Law.,1,"steve-santarsiero,state representative,democrat,pennsylvania,guns"
Says Common Core is a federal mandate.,1,"joe-leibham,unk,republican,unk,children,education,federal-budget,states"
Milwaukees police chief can fire officers for basically no cause.,1,"robin-vos,wisconsin assembly speaker,republican,wisconsin,city-government,state-budget"
60 percent of Texas 8th graders are not proficient in math. Only 26% have a teacher with a undergraduate major in math.,3,"george-p-bush,vice president, charter holdings real estate investment partnership,republican,texas,education"
Ten retired nuns were barred from voting in the 2008 Indiana Democratic primary.,2,"leticia-van-de-putte,pharmacist,democrat,texas,elections"
Goodwill Industries International pays workers with disabilities wages as low as pennies per hour.,2,"national-federation-blind,unk,organization,maryland,disability,income,jobs,workers"
"John McCain ""voted against the tax cuts of 2001 and 2003, wrongly claiming they helped only the rich.""",3,"jd-hayworth,unk,republican,arizona,candidates-biography,message-machine,taxes"
"In Virginia, people are going and getting marriage licenses who are 12 and 13, and 14 and 15 years old.",3,"jill-vogel,state senator,republican,virginia,children,marriage"
Republican ideas on health care dont give people an option to even enroll in something that they can afford.,3,"donna-brazile,political commentator,democrat,washington, d.c.,health-care"
You cant build a Christian church in Saudi Arabia.,5,"sean-hannity,radio/tv host,none,unk,islam,religion"
"The Congressional Budget Office -- supposedly non-partisan -- estimates that in just a few years the average cost to every family of four (from cap and trade) will be $6,800 per year.",1,"chain-email,unk,none,unk,cap-and-trade,climate-change,energy,environment"
"The federal government is spending $46,000 a year per family (or group of four) and could balance its budget by dropping that to $30,000.",5,"mark-neumann,developer and homebuilder,republican,wisconsin,federal-budget"
The Pentagon made up the since-debunked heroics of POW Jessica Lynch as she tried to avoid capture in Iraq.,1,"rachel-maddow,msnbc host,none,unk,iraq,military"
(Romney's) record was that he raised taxes by $730-million.,2,"john-mccain,u.s. senator,republican,arizona,taxes"
The U.S. military footprint in Africa is nearly nonexistent.,5,"hillary-clinton,presidential candidate,democrat,new york,foreign-policy,military"
On campaign donations from Texas Capitol lobbyists.,2,"brian-birdwell,retired army veteran,republican,texas,campaign-finance"
"In just a few decades, Social Security, Medicare and Medicaid, other mandatory spending programs, and paying interest due on the debt will eclipse our entire budget.",5,"kurt-schrader,u.s. representative,democrat,oregon,federal-budget,medicaid,medicare,social-security"
There are only about 10 people in the United States Senate who have any real business experience.,3,"david-perdue,u.s. senate candidate,republican,georgia,congress,job-accomplishments"
Senator Jeff Plale saved my job -- and some 300 others at Bucyrus International.,0,"american-federation-children,unk,none,unk,job-accomplishments,message-machine,trade"
95 percent of the worlds customers are beyond our shores.,2,"joe-biden,u.s. senator,democrat,delaware,economy,trade"
Says he is the reason we do not pay a toll every time we pass over the bridge at MoPac and William Cannon.,0,"gerald-daugherty,businessman,republican,texas,transportation"
Says he restored prayer and the pledge in our schools.,2,"jeff-wentworth,state senator,republican,texas,education,job-accomplishments,religion"
"Barack Obama is ""the only candidate who doesn't take a dime from oil company PACs or lobbyists.""",3,"barack-obama,president,democrat,illinois,energy"
SaysPatrick Murphys Pay More energy agenda means you could pay another $500 a year for your utility bills!,0,"americans-prosperity-florida,advocacy group,none,florida,energy,environment"
Paul Ryan is one of less than a dozen Republican congressmen to have voted for every bailout to come before Congress.,0,"erick-erickson,unk,republican,unk,corporations,economy,federal-budget,financial-regulation,housing,transportation"
Says 50 million people would lose their health insurance if Obamacare is repealed.,0,"barack-obama,president,democrat,illinois,debates,health-care"
Virginia Democrats recently enforced voter ID rules that were considerably more stringent than those contained in the state law they denounce.,2,"mark-obenshain,state senator,republican,virginia,elections"
"Under Donald Trumps tax plan, the top 0.1 percent of taxpayers -- people earning multiple millions of dollars a year, on average -- would get more tax relief than the bottom 60 percent of taxpayers combined.",5,"jennifer-shilling,state assembly member, 95th district,democrat,wisconsin,income,taxes,wealth"
Federal money for Medicaid expansion is guaranteed for a few years and then goes away.,0,"thomas-garrett-jr,state senator,republican,virginia,federal-budget,medicaid"
"Barack Obama will ""raise Social Security taxes.""",2,"republican-party-florida,unk,republican,unk,social-security"
Obesity kills 34 children per hour.,4,"rob-eissler,texas house representative,republican,texas,children,health-care,public-health"
Sherrod Brown sent billions of our tax dollars to foreign countries.,4,"josh-mandel,ohio treasurer,republican,ohio,congress,federal-budget,foreign-policy,message-machine-2012,stimulus"
Says PolitiFact listed Governor Scott Walker of Wisconsin as the Governor who told the most lies and our own untruthful Governor Chris Christie made it into Politifacts top five of Lie - en Governors.,1,"loretta-weinberg,state senator,democrat,unk,candidates-biography"
On whether President Obamas speeches to school children spread socialist ideology.,1,"jim-greer,unk,republican,florida,education"
The number of jobs created and people lifted out of poverty during Bill Clintons presidency was a hundred times what it was under President Ronald Reagan.,1,"hillary-clinton,presidential candidate,democrat,new york,economy,history,jobs,poverty"
"Already, the mayor of Green Bay is having ribbon-cutting after ribbon-cutting for economic development around the new VA center.",4,"steve-kagen,u.s. house member -- 8th district,democrat,wisconsin,job-accomplishments,veterans"
"(Bill) McCollum also voted for numerous amendments to weaken the legislation, even voting to make trains less accessible to those in wheelchairs.",5,"florida-democratic-party,unk,democrat,florida,disability"
"People want the minimum wage, they want marriage equality, they want womens health care. Theres issues that actually that really do matter, social issues that matter to the people of this state. So I know Barbara would support those issues, I know the governor hasnt. Youve seen the actions hes taken on them.",3,"stephen-sweeney,state senator,democrat,unk,gays-and-lesbians,health-care,marriage,state-budget,state-finances,women,workers"
Dubious taxpayer-funded stimulus spending -- Part II.,4,"ocean-state-policy-research-institute,unk,organization,rhode island,economy,federal-budget,government-efficiency,state-finances,stimulus"
"Phil Puckett voted no on sending the EPA a message that theyve gone too far not once, but twice.",4,"republican-party-virginia,unk,republican,virginia,energy,environment,government-regulation"
"A recent study revealed that, across the nation, taxes would have to be increased by an average of $1,300 a year just to support the currently unsustainable public employee pension systems. In Florida, that dollar figure translates to $813 a year.",2,"rick-scott,governor,republican,florida,retirement,state-budget,state-finances"
"Obama voted to raise taxes on people making just $42,000.",0,"john-mccain,u.s. senator,republican,arizona,taxes"
AIG has fully repaid the federal government plus a profit of more than $22 billion.,3,"american-international-group,unk,none,unk,corporations,federal-budget,financial-regulation"
The financial regulatory bill will kill jobs.,0,"mike-pence,governor,republican,indiana,economy,financial-regulation,market-regulation"
"Says McCain once said that on ""the most important issues of our day, I've been totally in agreement and support of President Bush.""",5,"joe-biden,u.s. senator,democrat,delaware,bush-administration"
Says Barack Obama said when he was running for office four years ago that he would halve the annual deficit by the end of his first term. That simply has not happened.,5,"leonard-lance,unk,republican,unk,deficit,federal-budget"
"Says if we raise the number of third-graders who read at a third-grade level, we affect everything, from graduation rates to incarceration rates.",5,"ben-cannon,education adviser,democrat,oregon,education"
"The 2016 federal omnibus spending bill funds illegal immigrants coming in and through your border, right through Phoenix.",4,"donald-trump,president-elect,republican,new york,immigration"
Says Measures 82 and 83 authorize just one more casino.,2,"yes-82-and-83-campaign,unk,organization,unk,gambling,message-machine-2012"
"Says as of November, we were ranked 45th in the nation in terms of job creation, according to the U.S. Bureau of Labor Statistics.",0,"barbara-buono,state senator,democrat,new jersey,jobs"
John Kitzhaber is the only pro-choice candidate in the race for governor.,0,"planned-parenthood-pac,political action committee,none,oregon,abortion"
"When it comes to aid, ""the United States is still about half as what European countries give as a percentage.""",2,"bono,unk,none,unk,foreign-policy,pop-culture"
"You dont see Norway losing population, and its taxes are astronomical.",3,"jonathan-harris,university professor,activist,rhode island,taxes"
Says marijuana use among Colorado high school students has not increased since legalization.,2,"campaign-regulate-marijuana-alcohol,unk,none,arizona,marijuana"
Expanding Medicaid would create 63k jobs.,2,"charlie-crist,unk,democrat,florida,health-care,medicaid,poverty"
Manufacturing wages today in America on a per-hour basis are actually a bit lower than average wages in the economy as a whole.,3,"steven-rattner,unk,democrat,unk,economy,jobs,poverty"
Florida is considered the fourth-largest gambling state in the nation.,2,"ellyn-bogdanoff,state representative,republican,florida ,gambling"
"Georgia public sector employees do not have a say in the conditions of their employment, do not have bargaining rights or a say in their working conditions.",0,"calvine-rollins,president, georgia association of educators,none,georgia,unions,workers"
Says that Secretary of State Jon Husted and former secretary Jennifer Brunner both have supported a provision in Senate Bill 47 that would limit the days organizers have to collect signatures for initiative and referendum petitions.,2,"bill-seitz,state senator,republican,ohio,elections"
Ken Cuccinelli tried to shut down state government.,4,"terry-mcauliffe,governor,democrat,virginia,bipartisanship,state-budget"
"When Mitt Romney was governor, Massachusetts ... (had) more debt per person than any other state in the country.",2,"barack-obama,president,democrat,illinois,deficit,history,state-finances,states"
"Says that as Massachusetts governor, Mitt Romney condemned coal-fired plants, saying they kill people.",3,"barack-obama,president,democrat,illinois,economy,energy,environment"
College tuition rates in Texas jumped by 55% since 2003.,3,"democratic-national-committee,unk,none,unk,education,state-budget,state-finances"
Several elected state officials have opened their homes to children in need of loving families.,5,"dan-patrick,lieutenant governor-elect,republican,texas,children"
Rhode Island is one of only six states to use E-Verify.,1,"lincoln-chafee,unk,democrat,rhode island,immigration"
"We know from ... the federal data, that they only stop or apprehend one out of four illegal people crossing our border.",0,"jan-brewer,unk,republican,arizona,immigration"
John McCain has given erratic and inconsistent answers on when troops should return from Iraq.,0,"democratic-national-committee,unk,none,unk,iraq"
Says he signed legislation leading to 12 Texas abortion clinics being closed.,0,"rick-perry,governor,republican,texas,abortion,state-budget,state-finances"
It is Hillary Clintons agenda to release the violent criminals from jail. She wants them all released.,4,"donald-trump,president-elect,republican,new york,crime,criminal-justice,legal-issues"
"Youve got each day 10,000 new seniors, baby boomers, becoming eligible for the entitlement programs.",5,"eric-cantor,house majority leader,republican,virginia,medicare,social-security"
"Says economists Harvey Rosen and Martin Feldstein have said that paying for (Mitt) Romneys tax cuts would require large tax increases on families making between $100,000 and $200,000.",0,"barack-obama,president,democrat,illinois,taxes"
Says Mitt Romney put Planned Parenthood on a state medical board but failed to put a pro-life group on the same board.,2,"newt-gingrich,co-host on cnn's ""crossfire"",republican,georgia,abortion,message-machine-2012"
Three courts have found the new health care law constitutional and two have found it unconstitutional.,5,"james-roosevelt,ceo, tufts health plan,newsmaker,rhode island,health-care,legal-issues"
"Housing prices dropped for the 30 months prior to Barack Obama taking office, and they have stabilized, theyve been about flat since the president came in.",2,"shaun-donovan,secretary of housing and urban development,democrat,new york,economy,housing"
"You cant bring an iPad or a piece of paper and a pencil in the (Wisconsin Assembly) gallery to take notes of whats going on, but you can bring a gun up there.",3,"peter-barca,state representative,democrat,wisconsin,guns,states,technology,transparency"
"Passage of Clinton budget bill in 1993 ""led to an enormous flowering of the economy in America.""",2,"bill-clinton,former president,democrat,arkansas,economy,federal-budget,history,taxes,abc-news-week"
Says he tore down hundreds of abandoned homes that served as havens for crime and reduce(d) the value of our neighborhoods.,3,"tim-mcginty,cuyahoga county prosecutor,democrat,ohio,criminal-justice,urban"
Compact fluorescent light bulbs are toxic and not environmentally friendly.,2,"ameripac,unk,none,unk,consumer-safety,energy,market-regulation"
"The proposed mine in northern Wisconsin would be built without any government oversight, and will be nine miles long.",1,"bob-seger,rock singer, songwriter,none,michigan,economy,environment,jobs"
Says car insurance rates have decreased since about a decade ago because of market-based solutions that attracted more auto insurers to New Jersey.,5,"chris-christie,governor of new jersey,republican,new jersey,transportation"
"At the moment, energy companies spend 0.25 percent on RD.",5,"katrina-vanden-heuvel,unk,none,unk,corporations,energy,oil-spill,pundits,science,technology"
"Ohio is probably top five in the country, sadly, in terms of heroin overdoses. Its now exceeded car accidents as the No. 1 cause of death in Ohio.",2,"rob-portman,u.s. senator from ohio,republican,ohio,drugs,health-care"
The U.S. military is in 130 countries. We have 900 bases around the world.,3,"ron-paul,u.s. representative,republican,texas,federal-budget,foreign-policy,military"
The Russians didnt wear uniforms when they came in to Ukraine.,3,"chris-matthews,host of msnbc's hardball,none,unk,foreign-policy,military"
"Says that illegal immigrants get a $100,000 break on University of Texas tuition over four years.",3,"mitt-romney,former governor,republican,massachusetts,education,state-budget,state-finances"
Rick Perry doesnt think there should be a federal minimum wage.,5,"democratic-national-committee,unk,none,unk,economy,federal-budget,state-budget"
"Since I took office, Wisconsin ranks 11th in the nation in total business establishment growth compared to 47th in the years Mary Burke was Commerce secretary.",5,"scott-walker,milwaukee county executive,republican,wisconsin,economy,job-accomplishments,small-business"
It is truethat we know that ISIS is present in Ciudad Juarez (Mexico),0,"trent-franks,u.s. representative,republican,arizona,homeland-security,immigration,iraq,terrorism"
The home-mortgage deduction is widely thought to be a middle-class benefit. Its not -- 73 percent of it goes to people making a quarter-million dollars or more a year.,2,"tom-coburn,u.s. senator,republican,oklahoma,housing,income,taxes"
A real result of his term is Georgia having the lowest taxes per capita of any state.,0,"nathan-deal,unk,republican,unk,taxes"
Most of the black scientists in this country dont come from schools like the University of Texas. They come from lesser schools.,2,"antonin-scalia,supreme court associate justice,none,unk,education"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,5,"democratic-governors-association,unk,democrat,unk,taxes"
